,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_call_straddle,行权价_call_straddle,成交量(手)_call_straddle,到期剩余天数_call_straddle,期权代码_call_straddle,收盘价_call_straddle,到期ETF收盘价_call_straddle,现期ETF收盘价_call_straddle,monthly_RV_call_straddle,option_type_call_straddle,期权收益率_call_straddle,IV_call_straddle,在值程度_call_straddle,Unnamed: 0_put_straddle,行权价_put_straddle,成交量(手)_put_straddle,到期剩余天数_put_straddle,期权代码_put_straddle,收盘价_put_straddle,到期ETF收盘价_put_straddle,现期ETF收盘价_put_straddle,monthly_RV_put_straddle,option_type_put_straddle,期权收益率_put_straddle,IV_put_straddle,在值程度_put_straddle,Return_straddle,Return
281,2204,2017-12-20,2.7,3279.0,35,10001136.SH,0.0058,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.158426609530747,0.94,476,2.9,6403.0,35,10001073.SH,0.05,3.172,2.8760000000000003,0.1839720889307971,call,3.8057142857142896,0.1638028861967027,1,477,2.9,17361.0,35,10001102.SH,0.06,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.1423480858279168,1,1.262337662337664,1.3803125856868679
282,2204,2017-12-20,2.7,3279.0,35,10001136.SH,0.0058,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.158426609530747,0.94,477,2.9,22236.0,35,10001097.SH,0.05,3.172,2.8760000000000003,0.1839720889307971,call,3.8057142857142896,0.1638028861967027,1,476,2.9,2870.0,35,10001078.SH,0.06,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.1423480858279168,1,1.262337662337664,1.3803125856868679
283,2204,2017-12-20,2.7,3279.0,35,10001136.SH,0.0058,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.158426609530747,0.94,477,2.9,22236.0,35,10001097.SH,0.05,3.172,2.8760000000000003,0.1839720889307971,call,3.8057142857142896,0.1638028861967027,1,477,2.9,17361.0,35,10001102.SH,0.06,3.172,2.8760000000000003,0.1839720889307971,put,-0.8571428571428571,0.1423480858279168,1,1.262337662337664,1.3803125856868679
284,2214,2017-12-22,2.7,2631.0,33,10001136.SH,0.0028,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1384658584408759,0.94,480,2.9,5482.0,33,10001073.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,480,2.9,3655.0,33,10001078.SH,0.05,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1199998718852996,1,1.5636363636363657,1.634867190422748
285,2214,2017-12-22,2.7,2631.0,33,10001136.SH,0.0028,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1384658584408759,0.94,480,2.9,5482.0,33,10001073.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,481,2.9,19371.0,33,10001102.SH,0.05,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1199998718852996,1,1.5636363636363657,1.634867190422748
286,2214,2017-12-22,2.7,2631.0,33,10001136.SH,0.0028,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1384658584408759,0.94,481,2.9,29495.0,33,10001097.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,480,2.9,3655.0,33,10001078.SH,0.05,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1199998718852996,1,1.5636363636363657,1.634867190422748
287,2214,2017-12-22,2.7,2631.0,33,10001136.SH,0.0028,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1384658584408759,0.94,481,2.9,29495.0,33,10001097.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,481,2.9,19371.0,33,10001102.SH,0.05,3.172,2.878,0.1728970926287164,put,-0.9090909090909092,0.1199998718852996,1,1.5636363636363657,1.634867190422748
288,2219,2017-12-25,2.7,4882.0,30,10001136.SH,0.0031,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.146884652678132,0.94,482,2.9,7088.0,30,10001073.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,482,2.9,6920.0,30,10001078.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.1214450453799366,1,1.7200000000000024,1.8070175438596516
289,2219,2017-12-25,2.7,4882.0,30,10001136.SH,0.0031,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.146884652678132,0.94,482,2.9,7088.0,30,10001073.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,483,2.9,43648.0,30,10001102.SH,0.06,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.15216735009858,1,1.4727272727272749,1.5444340505145018
290,2219,2017-12-25,2.7,4882.0,30,10001136.SH,0.0031,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.146884652678132,0.94,483,2.9,62836.0,30,10001097.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,482,2.9,6920.0,30,10001078.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.1214450453799366,1,1.7200000000000024,1.8070175438596516
291,2219,2017-12-25,2.7,4882.0,30,10001136.SH,0.0031,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.146884652678132,0.94,483,2.9,62836.0,30,10001097.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,483,2.9,43648.0,30,10001102.SH,0.06,3.172,2.8760000000000003,0.1523908525516514,put,-1.0,0.15216735009858,1,1.4727272727272749,1.5444340505145018
292,2235,2017-12-29,2.7,13618.0,26,10001136.SH,0.0021,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1337787899378537,0.94,490,2.9,12058.0,26,10001073.SH,0.04,3.172,2.858,0.1684467054672405,call,6.692307692307699,0.185075236839056,1,490,2.9,8023.0,26,10001078.SH,0.06,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1258995366753339,1,1.9846153846153873,2.051936827217729
293,2235,2017-12-29,2.7,13618.0,26,10001136.SH,0.0021,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1337787899378537,0.94,490,2.9,12058.0,26,10001073.SH,0.04,3.172,2.858,0.1684467054672405,call,6.692307692307699,0.185075236839056,1,491,2.9,46843.0,26,10001102.SH,0.06,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1258995366753339,1,1.9846153846153873,2.051936827217729
294,2235,2017-12-29,2.7,13618.0,26,10001136.SH,0.0021,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1337787899378537,0.94,491,2.9,75545.0,26,10001097.SH,0.04,3.172,2.858,0.1684467054672405,call,6.692307692307699,0.185075236839056,1,490,2.9,8023.0,26,10001078.SH,0.06,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1258995366753339,1,1.9846153846153873,2.051936827217729
295,2235,2017-12-29,2.7,13618.0,26,10001136.SH,0.0021,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1337787899378537,0.94,491,2.9,75545.0,26,10001097.SH,0.04,3.172,2.858,0.1684467054672405,call,6.692307692307699,0.185075236839056,1,491,2.9,46843.0,26,10001102.SH,0.06,3.172,2.858,0.1684467054672405,put,-1.1538461538461535,0.1258995366753339,1,1.9846153846153873,2.051936827217729
296,2237,2018-01-09,2.8,8642.0,50,10001147.SH,0.0077,2.8710000000000004,2.97,0.1517894721068703,put,-0.6,0.1366021413398981,0.94,492,3.0,10628.0,50,10001157.SH,0.05,2.8710000000000004,2.97,0.1517894721068703,call,-0.6,0.1356778227732032,1,492,3.0,3139.0,50,10001161.SH,0.07,2.8710000000000004,2.97,0.1517894721068703,put,0.5057142857142818,0.1344896345760226,1,0.04499999999999771,0.08922528940338133
297,2244,2018-01-10,2.8,9263.0,49,10001147.SH,0.0061,2.8710000000000004,2.994,0.1521016516920165,put,-0.6122448979591837,0.1414876932107805,0.94,493,3.0,17404.0,49,10001157.SH,0.06,2.8710000000000004,2.994,0.1521016516920165,call,-0.6122448979591837,0.1333908234989941,1,493,3.0,8285.0,49,10001161.SH,0.06,2.8710000000000004,2.994,0.1521016516920165,put,0.7040816326530568,0.1409234163208305,1,0.04591836734693657,0.08116679507623704
298,2251,2018-01-11,2.8,5693.0,48,10001147.SH,0.0062,2.8710000000000004,2.991,0.1486164606581581,put,-0.625,0.1419386617276668,0.94,494,3.0,22297.0,48,10001157.SH,0.06,2.8710000000000004,2.991,0.1486164606581581,call,-0.625,0.1385571131063997,1,494,3.0,10859.0,48,10001161.SH,0.05,2.8710000000000004,2.991,0.1486164606581581,put,0.9874999999999944,0.1156799082058966,1,0.10795454545454289,0.15173410404624013
299,2259,2018-01-12,2.85,13091.0,47,10001148.SH,0.0075,2.8710000000000004,3.018,0.1333713632381493,put,-0.6382978723404256,0.1361846706166267,0.94,495,3.0,25768.0,47,10001157.SH,0.07,2.8710000000000004,3.018,0.1333713632381493,call,-0.6382978723404256,0.1290635880565643,1,495,3.0,15946.0,47,10001161.SH,0.04,2.8710000000000004,3.018,0.1333713632381493,put,1.42021276595744,0.1217436048963367,1,0.11025145067697997,0.16502335236118038
300,2266,2018-01-15,2.85,10749.0,44,10001148.SH,0.0071,2.8710000000000004,3.043,0.1332959673635076,put,-0.6818181818181818,0.1517219248108863,0.94,496,3.1,44761.0,44,10001158.SH,0.04,2.8710000000000004,3.043,0.1332959673635076,call,-0.6818181818181818,0.1439961832342296,1,496,3.1,17534.0,44,10001162.SH,0.08,2.8710000000000004,3.043,0.1332959673635076,put,1.2698863636363604,0.1230934110070168,1,0.6193181818181799,0.7011434092922114
301,2283,2018-01-17,2.9,17656.0,42,10001149.SH,0.0111,2.8710000000000004,3.071,0.117696820739277,put,1.1518661518661175,0.1604718822889328,0.94,498,3.1,76416.0,42,10001158.SH,0.06,2.8710000000000004,3.071,0.117696820739277,call,-0.7142857142857143,0.1676335555917918,1,498,3.1,52478.0,42,10001162.SH,0.08,2.8710000000000004,3.071,0.117696820739277,put,1.3303571428571397,0.165779583845362,1,0.4540816326530593,0.3939931286711745
302,2308,2018-01-22,2.95,18564.0,37,10001150.SH,0.0128,2.8710000000000004,3.129,0.1145155456479486,put,4.193412162162145,0.1805234708120226,0.94,501,3.1,78003.0,37,10001158.SH,0.09,2.8710000000000004,3.129,0.1145155456479486,call,-0.8108108108108109,0.1781733800528645,1,501,3.1,54732.0,37,10001162.SH,0.05,2.8710000000000004,3.129,0.1145155456479486,put,2.902702702702697,0.1684746065113694,1,0.5154440154440133,0.1453340132585409
303,2334,2018-01-25,2.95,47790.0,34,10001150.SH,0.0077,2.8710000000000004,3.15,0.1210358405294327,put,8.170359052711962,0.1737056565329431,0.94,504,3.2,178053.0,34,10001173.SH,0.05,2.8710000000000004,3.15,0.1210358405294327,call,-0.8823529411764706,0.1798423688767254,1,504,3.2,111153.0,34,10001174.SH,0.09,2.8710000000000004,3.15,0.1210358405294327,put,2.3431372549019582,0.1714990936866403,1,1.1911764705882333,0.7849806589302387
304,2359,2018-01-30,2.9,12880.0,29,10001149.SH,0.0045,2.8710000000000004,3.075,0.1279826411839863,put,5.632183908045857,0.1513561908934116,0.94,507,3.1,107794.0,29,10001158.SH,0.05,2.8710000000000004,3.075,0.1279826411839863,call,-1.0344827586206895,0.170556863933146,1,507,3.1,111126.0,29,10001162.SH,0.06,2.8710000000000004,3.075,0.1279826411839863,put,2.9137931034482705,0.1434288963112234,1,1.1191222570532882,0.9266219970583448
305,2376,2018-02-01,2.95,31311.0,27,10001150.SH,0.0038,2.8710000000000004,3.134,0.1231796546172324,put,21.988304093567173,0.1534979039186239,0.94,509,3.1,129325.0,27,10001158.SH,0.07,2.8710000000000004,3.134,0.1231796546172324,call,-1.1111111111111112,0.1414791101462244,1,509,3.1,97902.0,27,10001162.SH,0.03,2.8710000000000004,3.134,0.1231796546172324,put,7.370370370370359,0.1392751102983653,1,1.4333333333333296,0.6213906213906202
306,2384,2018-02-02,2.95,28074.0,26,10001150.SH,0.0036,2.8710000000000004,3.145,0.1230322415239318,put,24.16666666666658,0.16105350412184,0.94,510,3.2,117431.0,26,10001173.SH,0.03,2.8710000000000004,3.145,0.1230322415239318,call,-1.1538461538461535,0.1512984340215027,1,510,3.2,62184.0,26,10001174.SH,0.08,2.8710000000000004,3.145,0.1230322415239318,put,3.5913461538461493,0.1521401703941524,1,2.2972027972027944,1.5572585309427416
307,2422,2018-02-07,2.85,6851.0,49,10001010.SH,0.03,2.688,3.023,0.185875290081082,put,2.6938775510204067,0.220196004515022,0.94,512,3.04,10268.0,49,10001055.SH,0.1,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2345672136265635,1,512,3.04,14694.0,49,10001056.SH,0.1,2.688,3.023,0.185875290081082,put,1.542857142857142,0.2174047203958333,1,0.4653061224489792,0.07202881152460959
308,2423,2018-02-07,2.85,13753.0,49,10001111.SH,0.03,2.688,3.023,0.185875290081082,put,2.6938775510204067,0.220196004515022,0.94,512,3.04,10268.0,49,10001055.SH,0.1,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2345672136265635,1,512,3.04,14694.0,49,10001056.SH,0.1,2.688,3.023,0.185875290081082,put,1.542857142857142,0.2174047203958333,1,0.4653061224489792,0.07202881152460959
309,2435,2018-02-08,2.75,7849.0,48,10000978.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,513,2.95,4834.0,48,10001047.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,513,2.95,4847.0,48,10001048.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
310,2435,2018-02-08,2.75,7849.0,48,10000978.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,513,2.95,4834.0,48,10001047.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,514,2.95,21332.0,48,10001113.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
311,2435,2018-02-08,2.75,7849.0,48,10000978.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,514,2.95,16937.0,48,10001108.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,513,2.95,4847.0,48,10001048.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
312,2435,2018-02-08,2.75,7849.0,48,10000978.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,514,2.95,16937.0,48,10001108.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,514,2.95,21332.0,48,10001113.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
313,2436,2018-02-08,2.75,9994.0,48,10001130.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,513,2.95,4834.0,48,10001047.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,513,2.95,4847.0,48,10001048.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
314,2436,2018-02-08,2.75,9994.0,48,10001130.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,513,2.95,4834.0,48,10001047.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,514,2.95,21332.0,48,10001113.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
315,2436,2018-02-08,2.75,9994.0,48,10001130.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,514,2.95,16937.0,48,10001108.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,513,2.95,4847.0,48,10001048.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
316,2436,2018-02-08,2.75,9994.0,48,10001130.SH,0.03,2.688,2.939,0.2085038983602609,put,0.6666666666666632,0.2408282611971796,0.94,514,2.95,16937.0,48,10001108.SH,0.11,2.688,2.939,0.2085038983602609,call,-0.625,0.261115466763258,1,514,2.95,21332.0,48,10001113.SH,0.1,2.688,2.939,0.2085038983602609,put,1.0125000000000002,0.232760061305195,1,0.15476190476190477,0.06944444444444503
317,2484,2018-02-14,2.7,2211.0,42,10000977.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,521,2.9,1143.0,42,10001039.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,521,2.9,2114.0,42,10001040.SH,0.11,2.688,2.866,0.2643755668645292,put,0.6623376623376608,0.2471795203525572,1,0.04285714285714194,0.1785714285714273
318,2484,2018-02-14,2.7,2211.0,42,10000977.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,521,2.9,1143.0,42,10001039.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,522,2.9,6022.0,42,10001112.SH,0.12,2.688,2.866,0.2643755668645292,put,0.5476190476190461,0.2730085544026792,1,0.006802721088434557,0.12605042016806614
319,2484,2018-02-14,2.7,2211.0,42,10000977.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,522,2.9,11674.0,42,10001107.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,521,2.9,2114.0,42,10001040.SH,0.11,2.688,2.866,0.2643755668645292,put,0.6623376623376608,0.2471795203525572,1,0.04285714285714194,0.1785714285714273
320,2484,2018-02-14,2.7,2211.0,42,10000977.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,522,2.9,11674.0,42,10001107.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,522,2.9,6022.0,42,10001112.SH,0.12,2.688,2.866,0.2643755668645292,put,0.5476190476190461,0.2730085544026792,1,0.006802721088434557,0.12605042016806614
321,2485,2018-02-14,2.7,3076.0,42,10001138.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,521,2.9,1143.0,42,10001039.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,521,2.9,2114.0,42,10001040.SH,0.11,2.688,2.866,0.2643755668645292,put,0.6623376623376608,0.2471795203525572,1,0.04285714285714194,0.1785714285714273
322,2485,2018-02-14,2.7,3076.0,42,10001138.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,521,2.9,1143.0,42,10001039.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,522,2.9,6022.0,42,10001112.SH,0.12,2.688,2.866,0.2643755668645292,put,0.5476190476190461,0.2730085544026792,1,0.006802721088434557,0.12605042016806614
323,2485,2018-02-14,2.7,3076.0,42,10001138.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,522,2.9,11674.0,42,10001107.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,521,2.9,2114.0,42,10001040.SH,0.11,2.688,2.866,0.2643755668645292,put,0.6623376623376608,0.2471795203525572,1,0.04285714285714194,0.1785714285714273
324,2485,2018-02-14,2.7,3076.0,42,10001138.SH,0.04,2.688,2.866,0.2643755668645292,put,-0.4999999999999998,0.2781719829885661,0.94,522,2.9,11674.0,42,10001107.SH,0.09,2.688,2.866,0.2643755668645292,call,-0.7142857142857143,0.2634504477525204,1,522,2.9,6022.0,42,10001112.SH,0.12,2.688,2.866,0.2643755668645292,put,0.5476190476190461,0.2730085544026792,1,0.006802721088434557,0.12605042016806614
325,2501,2018-02-22,2.75,2427.0,34,10000978.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,523,2.95,2747.0,34,10001048.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
326,2501,2018-02-22,2.75,2427.0,34,10000978.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,524,2.95,10883.0,34,10001113.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
327,2501,2018-02-22,2.75,2427.0,34,10000978.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,523,2.95,2747.0,34,10001048.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
328,2501,2018-02-22,2.75,2427.0,34,10000978.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,524,2.95,10883.0,34,10001113.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
329,2502,2018-02-22,2.75,12348.0,34,10001130.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,523,2.95,2747.0,34,10001048.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
330,2502,2018-02-22,2.75,12348.0,34,10001130.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,524,2.95,10883.0,34,10001113.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
331,2502,2018-02-22,2.75,12348.0,34,10001130.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,523,2.95,2747.0,34,10001048.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
332,2502,2018-02-22,2.75,12348.0,34,10001130.SH,0.03,2.688,2.925,0.2740305334353771,put,0.9411764705882304,0.272661834357381,0.94,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,524,2.95,10883.0,34,10001113.SH,0.1,2.688,2.925,0.2740305334353771,put,1.4294117647058824,0.2529881986978353,1,0.477508650519031,0.37815126050420267
